application_status,license_type,application_classification,application_classification_1,application_classification_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,3/1/2021,COMPLETE,MR281865,Core Empowerment LLC,Boston,2130.0,,,401A Centre Street,,Jamaica Plain,MA,2130,POINT (-71.073493 42.334948),POINT (-71.110388 42.3216759),401A Centre Street,,Jamaica Plain,MA,2130,83-1709012,MRN281865,Mon Jan 27 2020 12:39:02 GMT-0500 (Eastern Standard Time),Thu Oct 17 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 16 2020 11:08:31 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Woman-Owned Business,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Sep 05 2018 15:28:04 GMT-0400 (Eastern Daylight Time),Fri Jan 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:16:35 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2130.0,Jamaica Plain,Suffolk,42.334948,-71.073493,,,MA,42.321676,-71.110389,,3/22/2024,Core Empowerment LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,1/23/2023,COMPLETE,MR282571,Northeast Select Harvest Corp.,Somerville,2144.0,,,23 Chester Street,,Somerville,MA,2144,POINT (-71.275566 42.459085),POINT (-71.119285 42.3950439),23 Chester Street,,Somerville,MA,2144,83-4251487,MRN282571,Tue Oct 05 2021 09:55:12 GMT-0400 (Eastern Daylight Time),Fri Aug 06 2021 11:16:29 GMT-0400 (Eastern Daylight Time),Tue Feb 15 2022 13:35:49 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Apr 03 2019 18:31:31 GMT-0400 (Eastern Daylight Time),Fri Oct 15 2021 14:27:50 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:43:51 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 15 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2144.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.395044,-71.119285,,3/22/2024,Northeast Select Harvest Corp.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,2/13/2024,COMPLETE,MR284177,"Natural Agricultural Products, LLC",Abington,2351.0,,,4 Main Street,,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-70.951723 42.1441700),4 Main Street,,Brockton,MA,2301,82-4298481,MRN284177,Thu Jul 28 2022 08:54:56 GMT-0400 (Eastern Daylight Time),Thu Jan 13 2022 09:51:23 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 21 2021 13:37:50 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:18:30 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:42:53 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Wed Feb 12 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2351.0,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.14417,-70.951724,,3/22/2024,"Natural Agricultural Products, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,10/27/2020,COMPLETE,MR281517,"D2N2,LLC",Great Barrington,1230.0,,,307 Main Street,,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.362026 42.1940659),307 Main Street,,Great Barrington,MA,1230,83-0822497,MRN281517,Mon Dec 09 2019 15:20:21 GMT-0500 (Eastern Standard Time),Tue Aug 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jan 17 2020 17:28:03 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Woman-Owned Business,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 01 2018 07:51:00 GMT-0400 (Eastern Daylight Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:20:49 GMT-0500 (Eastern Standard Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1230.0,Great Barrington,Berkshire,42.396128,-73.209889,Western MA,,MA,42.194066,-73.362027,,3/22/2024,"D2N2,LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,9/2/2021,COMPLETE,MR283213,Z&T Inc,Douglas,1516.0,,,93 Davis Street,,Douglas,MA,1516,POINT (-71.840209 42.329642),POINT (-71.694698 42.0646660),39 Hawthorne Ave,,Cranston,RI,2910,84-3442664,MRN283213,Thu May 07 2020 13:36:04 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 25 2021 09:26:10 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Minority-Owned Business,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 01 2020 16:25:53 GMT-0500 (Eastern Standard Time),Thu May 21 2020 14:33:08 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:49:26 GMT-0400 (Eastern Daylight Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Mar 11 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1516.0,Douglas,Worcester,42.329642,-71.840209,Central MA,,MA,42.064666,-71.694698,,3/22/2024,Z&T Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/6/2021,COMPLETE,MR282467,"The Old Bank, LLC",Wellfleet,2666.0,,,10 Main Street,,Wellfleet,MA,2667,POINT (-70.301811 41.698999),POINT (-70.021985 41.9374639),PO Box 2157,,Wellfleet,MA,2667,83-3828109,MRN282467,Tue Feb 11 2020 09:24:18 GMT-0500 (Eastern Standard Time),Fri Nov 15 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 05 2019 11:53:25 GMT-0500 (Eastern Standard Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:33:24 GMT-0400 (Eastern Daylight Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon May 19 2025 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2666.0,Truro,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.937464,-70.021985,,3/22/2024,"The Old Bank, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,,COMPLETE,MR284224,KG Collective LLC,Boston,2119.0,,,1536 Tremont Street,,Boston,MA,2120,POINT (-71.073493 42.334948),POINT (-71.098716 42.3215939),1536 Tremont St,,Boston,MA,2120,82-5066736,MRN284224,Fri May 21 2021 10:18:19 GMT-0400 (Eastern Daylight Time),Mon May 10 2021 15:59:45 GMT-0400 (Eastern Daylight Time),,True,yes,EE201965,APPROVED,EE201965,EEA201959,,,,Not a DBE,,,,Wed Apr 28 2021 16:18:21 GMT-0400 (Eastern Daylight Time),Fri May 28 2021 11:24:40 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 13:58:42 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 06 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2119.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.321594,-71.098717,,3/22/2024,KG Collective LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/13/2021,COMPLETE,MR283323,"Heal Sturbridge, Inc.",Sturbridge,1566.0,,,4 Irving Road,,Weston,MA,2493,POINT (-71.840209 42.329642),POINT (-71.708364 42.2954379),1200 Walnut Street,,Newton Highlands,MA,2461,84-4707229,MRN283323,Tue May 19 2020 20:26:17 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:42:27 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 03 2020 14:38:06 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 08:24:44 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:10:03 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1566.0,Sturbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.295438,-71.708364,,3/22/2024,"Heal Sturbridge, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,1/14/2021,COMPLETE,MR281701,"Nature's Medicines, Inc.",Fall River,2724.0,,,482 Globe Street,,Fall River,MA,2724,POINT (-71.102131 41.778329),POINT (-71.172076 41.687866),Po Box D,482 Globe Street,Fall River,MA,2724,47-4387528,MRN281701,Mon Mar 25 2019 18:29:38 GMT-0400 (Eastern Daylight Time),Tue Jan 22 2019 00:00:00 GMT-0500 (Eastern Standard Time),Sat Jun 01 2019 21:35:58 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201918,RP201918,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 11 2018 18:57:12 GMT-0400 (Eastern Daylight Time),Wed Mar 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:58:39 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 18 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,2724.0,Fall River,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.687866,-71.172076,,3/22/2024,"Nature's Medicines, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/14/2022,COMPLETE,MR281356,B Leaf Wellness Centre LLC,Ware,1082.0,,,60 Main Street,,Ware,MA,1082,POINT (-72.62073 42.322256),POINT (-72.243831 42.2604699),60 Main St.,,Ware,MA,1082,83-1422489,MRN281356,Fri Feb 14 2020 11:25:21 GMT-0500 (Eastern Standard Time),Wed Sep 25 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 30 2018 20:40:29 GMT-0400 (Eastern Daylight Time),Thu Feb 20 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:15:33 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1082.0,Ware,Hampshire,42.322256,-72.62073,Western MA,,MA,42.26047,-72.243832,,3/22/2024,B Leaf Wellness Centre LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,2/25/2020,COMPLETE,MR281835,Theory Wellness Inc,Chicopee,1020.0,,,672 Fuller Road,,Chicopee,MA,1020,POINT (-72.571312 42.12756),POINT (-72.553466 42.1607059),38 Montvale Ave,#210,Stoneham,MA,2180,47-5615911,MRN281835,Sun Mar 03 2019 21:22:37 GMT-0500 (Eastern Standard Time),Fri Mar 01 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 03 2019 09:09:09 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201916,RPA201916,Not a DBE,,,Thu Jan 16 2020 03:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 23 2018 17:23:34 GMT-0400 (Eastern Daylight Time),Thu Mar 14 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 14:04:31 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1020.0,Chicopee,Hampden,42.12756,-72.571312,Western MA,,MA,42.160706,-72.553467,,3/22/2024,Theory Wellness Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,10/17/2022,COMPLETE,MR284228,Hadleaf Holistic Greens Dispensary LLC.,Hadley,1035.0,,,251 Russell St.,,Hadley,MA,1035,POINT (-72.62073 42.322256),POINT (-72.569688 42.3481099),251 Russell St.,,Hadley,MA,1035,84-4079697,MRN284228,Thu Jan 13 2022 11:42:45 GMT-0500 (Eastern Standard Time),Tue Nov 09 2021 14:24:42 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 14:38:50 GMT-0400 (Eastern Daylight Time),Fri Jan 14 2022 11:38:54 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:54:01 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1035.0,Hadley,Hampshire,42.322256,-72.62073,Western MA,,MA,42.34811,-72.569689,,3/22/2024,Hadleaf Holistic Greens Dispensary LLC.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,2/11/2022,COMPLETE,MR283357,"Krishna Lenox, LLC",Lenox,2140.0,,,55 Pittsfield Road,,Lenox,MA,2140,POINT (-71.275566 42.459085),POINT (-73.267435 42.4017570),55 Pittsfield Road,,Lenox,MA,2140,84-1852782,MRN283357,Thu Jun 18 2020 17:22:54 GMT-0400 (Eastern Daylight Time),Fri Apr 03 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Minority-Owned Business,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 13 2020 14:45:33 GMT-0400 (Eastern Daylight Time),Fri Jun 19 2020 15:09:58 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:10:43 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2140.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,Unit C,MA,42.401757,-73.267435,,3/22/2024,"Krishna Lenox, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283816,RC Retail Westfield LLC,Westfield,1085.0,,,265 Union Street,,Westfield,MA,1085,POINT (-72.571312 42.12756),POINT (-72.718452 42.1222619),200 Pratt Street,,Meriden,CT,6450,85-1112313,MRN283816,Thu Dec 17 2020 10:29:52 GMT-0500 (Eastern Standard Time),Wed Dec 23 2020 13:46:52 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Wed Oct 07 2020 15:19:17 GMT-0400 (Eastern Daylight Time),Thu Dec 24 2020 11:10:18 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 14:03:19 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1085.0,Westfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.122262,-72.718453,,3/22/2024,RC Retail Westfield LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,8/23/2021,COMPLETE,MR283153,ReLeaf Alternative Inc.,Mansfield,2048.0,,,34 Brentwood Drive,,North Easton,MA,2356,POINT (-71.102131 41.778329),POINT (-71.232304 42.014699),34 Brentwood Drive,,North Easton,MA,2356,83-4134887,MRN283153,Thu Apr 23 2020 17:11:12 GMT-0400 (Eastern Daylight Time),Mon Apr 13 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 25 2020 19:23:11 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 13:06:37 GMT-0500 (Eastern Standard Time),Fri Jul 17 2020 08:13:59 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:31:59 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2048.0,Mansfield,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,42.014699,-71.232305,,3/22/2024,ReLeaf Alternative Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/24/2021,COMPLETE,MR282925,Volcann LLC,Southampton,1073.0,,,15 College Highway,Unit G2,Southampton,MA,1073,POINT (-72.62073 42.322256),POINT (-72.697697 42.251548),5 Nicholas Lane,,Southampton,MA,1073,84-2171651,MRN282925,Mon Mar 23 2020 10:10:43 GMT-0400 (Eastern Daylight Time),Thu Feb 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 12 2019 08:49:28 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 16:05:29 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 20 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1073.0,Southampton,Hampshire,42.322256,-72.62073,Western MA,Unit G2,MA,42.251548,-72.697697,,3/22/2024,Volcann LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,8/16/2021,COMPLETE,MR282818,Tigertown LLC,Holyoke,1040.0,,,56 Jackson Street,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.612165 42.1958169),56 Jackson Street,,Holyoke,MA,1040,83-3148066,MRN282818,Tue Dec 24 2019 10:00:03 GMT-0500 (Eastern Standard Time),Mon Dec 09 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Veteran-Owned Business,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 28 2019 14:35:07 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:34:55 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.195817,-72.612165,,3/22/2024,Tigertown LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284636,SunnyDayz Inc.,Deerfield,1342.0,,,0 Greenfield Road,Lot 105-7 and Lot 159-14,Deerfield,MA,1342,POINT (-72.573941 42.587072),POINT (-72.600917 42.5490569),55 Locust Street,,Lynn,MA,1904,87-2590830,MRN284636,Thu Jul 28 2022 11:47:49 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 13:58:45 GMT-0400 (Eastern Daylight Time),Sun Nov 13 2022 19:11:11 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Mon Apr 11 2022 20:02:36 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 08:53:10 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:19:48 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1342.0,Deerfield,Franklin,42.587072,-72.573941,Western MA,Lot 150-7 and Lot 159-14,MA,42.549057,-72.600918,,3/22/2024,SunnyDayz Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284151,"Ideal Craft Cannabis, Inc.",Provincetown,2657.0,,,44 Captain Berties Way,,Provincetown,MA,2657,POINT (-70.301811 41.698999),POINT (-70.194498 42.0527829),44 Captain Berties Way,,Provincetown,MA,2657,85-4143834,MRN284151,Wed Mar 31 2021 13:52:48 GMT-0400 (Eastern Daylight Time),Mon Mar 29 2021 08:57:43 GMT-0400 (Eastern Daylight Time),Fri Jul 16 2021 18:05:10 GMT-0400 (Eastern Daylight Time),True,yes,SE303568,,,,,,,Not a DBE,,,,Thu Mar 11 2021 12:23:41 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 10:36:40 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:35:30 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2657.0,Provincetown,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,42.052783,-70.194499,SE303568,3/22/2024,"Ideal Craft Cannabis, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,4/19/2019,COMPLETE,MR281702,Good Chemistry of Mass,Worcester,1604.0,,,9 Harrison Street,,Worcester,MA,1604,POINT (-71.840209 42.329642),POINT (-71.797120 42.257151),50 Congress St,Suite 420,Boston,MA,2109,46-3379588,MRN281702,Thu Aug 02 2018 12:12:43 GMT-0400 (Eastern Daylight Time),Sat Jul 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 27 2018 14:13:37 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201817,RPA201817,Not a DBE,,,Thu Feb 21 2019 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 11 2018 19:10:05 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:52:58 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Nov 30 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1604.0,Worcester,Worcester,42.329642,-71.840209,Central MA,,MA,42.257151,-71.79712,,3/22/2024,Good Chemistry of Mass,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,6/1/2023,COMPLETE,MR284328,"Silver Therapeutics of Palmer, Inc.",Palmer,1069.0,,,1235 Thorndike Street,,Palmer,MA,1069,POINT (-72.571312 42.12756),POINT (-72.318765 42.1774429),89 Court Street,,Saratoga,NY,12866,87-1010671,MRN284328,Thu May 12 2022 11:43:19 GMT-0400 (Eastern Daylight Time),Thu Apr 28 2022 13:38:04 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 15:40:10 GMT-0400 (Eastern Daylight Time),Fri May 27 2022 06:59:15 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 11:58:34 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1069.0,Palmer,Hampden,42.12756,-72.571312,Western MA,,MA,42.177443,-72.318766,,3/22/2024,"Silver Therapeutics of Palmer, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
