license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License #,Address,Residual Solvents,Microbials,Mycotoxins,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
402R-00915,JET BLACK ENTERPRISES LLC,Leiffa,6900 West Colfax Avenue,Lakewood,80214,2023-04-02,Stores,Adult-Use,,,,,,,402R-00915,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 233-3901,,,6900 W Colfax Ave,Jefferson County,39.7398684,-105.0735089,https://leiffa.com/
402R-00668,SEVEN-ONE-NINE LLC,COOKIES PUEBLO,3003 West Northern Avenue,Pueblo,81005,2023-04-02,Stores,Adult-Use,,,,,,,402R-00668,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 582-1949,,,3003 W Northern Ave,Pueblo County,38.2445591,-104.6457103,
402R-00020,NUTRITIONAL ELEMENTS LLC,THE HEALTH CENTER,2777 South Colorado Boulevard,Denver,80222,2023-04-02,Stores,Adult-Use,,,,,,,402R-00020,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 758-9997,,,2777 S Colorado Blvd,Denver County,39.6658563,-104.9410363,https://www.thchealth.com/colorado-dispensary-locations/denver-university-hills-dispensary/
402R-00943,PCG ONE LLC,None,318 Charles Street,Buena Vista,81211,2023-04-02,Stores,Adult-Use,,,,,,,402R-00943,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 395-8654,,,713 E Main St,Chaffee County,38.84411319999999,-106.123878,http://www.buenavistaco.gov/
402R-00972,MARY JANES EMPIRE LLC,None,2 East Park Avenue,Empire,80438,2023-04-02,Stores,Adult-Use,,,,,,,402R-00972,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00896,PI NORTH SHERIDAN LLC,Lova Sheridan,446 North Sheridan Boulevard,Denver,80226,2023-04-02,Stores,Adult-Use,,,,,,,402R-00896,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 536-5471,,,446 Sheridan Boulevard,Jefferson County,39.7232269,-105.0529332,https://lovaco.com/
402R-00430,GREEN AROUND YOU MERGERCO LLC,GOLDEN MEDS,"970 South Oneida Street, Unit 15",Denver,80224,2023-04-02,Stores,Adult-Use,,,,,,,402R-00430,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-2377,,,970 S Oneida St #17,Denver County,39.6987372,-104.9074002,https://goldenmedsco.com/location-oneida-st-co/
402R-00377,DP RETAIL 103 LLC,Green Dragon,19151 East Quincy Avenue,Aurora,80015,2023-04-02,Stores,Adult-Use,,,,,,,402R-00377,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 400-1451,,,19151 E Quincy Ave,Arapahoe County,39.63891639999999,-104.7648003,https://greendragon.com/locations/south-aurora-quincy-ave/
402R-00031,SWEETWATER PARTNERS LLC,Good Chemistry,330 East Colfax Avenue,Denver,80203,2023-04-02,Stores,Adult-Use,,,,,,,402R-00031,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 524-4657,,,330 E Colfax Ave,Denver County,39.7398994,-104.9826291,https://goodchem.org/
402R-00032,SWEETWATER PARTNERS LLC,Good Chemistry,1724 South Broadway,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00032,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 733-3113,,,1724 S Broadway,Denver County,39.6852239,-104.9873599,https://goodchem.org/locations/
402R-00033,CHOICE ORGANICS INC,Green Dragon,"813 Smithfield Drive, Units C & D",Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402R-00033,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 225-5420,,,813 Smithfield Dr,Larimer County,40.57798719999999,-105.0036022,https://greendragon.com/locations/fort-collins-smithfield-drive/
402R-00796,KIND LOVE MJH LLC,KIND LOVE EXPRESS,3899 North Quentin Street,Denver,80239,2023-04-02,Stores,Adult-Use,,,,,,,402R-00796,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 307-4204,,,3899 Quentin St,Denver County,39.7707621,-104.8451427,https://kindlove.com/
402R-00034,FUTUREVISION LTD,Medicine Man,4750 North Nome Street,Denver,80239,2023-04-02,Stores,Adult-Use,,,,,,,402R-00034,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 373-0752,,,4750 Nome St,Denver County,39.7835653,-104.8523475,https://www.medicinemandenver.com/
402R-00021,SBUD LLC,STARBUDS,4690 North Brighton Boulevard,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00021,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 387-8952,,,4690 Brighton Blvd,Denver County,39.7818131,-104.9664672,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-north-denver?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=north%20denver
402R-00069,COMPASSIONATE CARE GIVERS INC,Rocky Mountain High,1233 West Alameda Avenue,Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402R-00069,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 941-9333,,,1233 W Alameda Ave,Denver County,39.7114805,-105.0023406,https://rockymountainhigh.co/locations/alameda/menu
402R-00973,LIVWELL XIV LLC,LivWell,137 Nickel Street,Broomfield,80020,2023-04-02,Stores,Adult-Use,,,,,,,402R-00973,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 756-2385,,,137 Nickel St,Broomfield County,39.9189887,-105.0895816,https://livwell.com/locations/colorado/broomfield
402R-00995,JUNGLE FEVA LLC,None,3615 South Tamarac Drive Unit 110,Denver,80237,2023-04-02,Stores,Adult-Use,,,,,,,402R-00995,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 441-1350,,,5073 S Syracuse St,Denver County,39.6253759,-104.8999542,https://www.snoozeeatery.com/restaurant/colorado/denver-tech-center/?utm_source=gmb&utm_medium=Yext
402R-00743,THE GREEN SOLUTION LLC,None,3318 South Federal Boulevard,Sheridan,80110,2023-04-02,Stores,Adult-Use,,,,,,,402R-00743,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 789-2360,,,2900 W Hampden Ave,Arapahoe County,39.6528035,-105.0233671,https://www.intownsuites.com/extended-stay-locations/colorado/sheridan/englewood/
402R-00935,A & M LLC,Border Buds,1929 Highway 550,Durango,81303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00935,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 259-2639,,,1929 US-550,La Plata County,37.0257023,-107.8799066,http://borderbuds.com/
402R-00777,SOFA KING MEDICINAL WELLNESS PRODUCTS LLC,SKM,1077 County Road 308,Dumont,80436,2023-04-02,Stores,Adult-Use,,,,,,,402R-00777,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 476-5987,,,1181 Co Rd 308,Clear Creek County,39.7671609,-105.6160762,https://www.skmextracts.com/contact/
402R-00941,HQ CEDAREDGE LLC,High Q Cedaredge,755 South Grand Mesa Drive,Cedaredge,81413,2023-04-02,Stores,Adult-Use,,,,,,,402R-00941,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(844) 420-3265,,,755 S Grand Mesa Dr,Delta County,38.8926801,-107.9279308,https://www.highqrockies.com/
402R-00742,THE GREEN SOLUTION LLC,None,51701 Highway 6 & 24 ,Glenwood Springs,81601,2023-04-02,Stores,Adult-Use,,,,,,,402R-00742,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 812-8158,,,809 Grand Ave,Garfield County,39.546248,-107.325154,http://www.pinwillsfrozenyogurt.com/
402R-00826,CRESTED BUTTE RMC INC,Rocky Mountain Cannabis,"322 Belleview Avenue, Suite 101",Crested Butte,81224,2023-04-02,Stores,Adult-Use,,,,,,,402R-00826,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 251-5472,,,322 Belleview Ave,Gunnison County,38.8667753,-106.9847008,https://rockymountaincannabis.com/rmclocations/crested-butte/
402R-00522,GREEN CROSS COLORADO LLC,The Tumbleweed Dispensary,"150 South Columbine Court, Unit 100",Parachute,81635,2023-04-02,Stores,Adult-Use,,,,,,,402R-00522,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 285-2166,,,150 Columbine Ct #100,Garfield County,39.45429819999999,-108.0463869,https://www.tumbleweed420.com/
402R-00173,BOULDER RX LLC,NATIVE ROOTS BOULDER,1146 Pearl Street,Boulder,80302,2023-04-02,Stores,Adult-Use,,,,,,,402R-00173,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 726-5126,,,1146 Pearl St #200,Boulder County,40.017743,-105.28017,https://nativerootscannabis.com/locations/boulder-marijuana-dispensary
402R-00511,BELEAF WELLNESS CENTER LLC,None,327 Main Street,San Luis,81152,2023-04-02,Stores,Adult-Use,,,,,,,402R-00511,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00493,RJJ ADAMS LLC,Native Roots North Denver,620 East 58th Avenue,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00493,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 476-3399,,,620 E 58th Ave,Denver County,39.8013182,-104.978928,https://nativerootscannabis.com/locations/adams-north-denver-marijuana-dispensary
402R-00718,THE SPACE STATION LLC,The Space Station,206 South Main Street,Longmont,80501,2023-04-02,Stores,Adult-Use,,,,,,,402R-00718,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 487-9229,,,206 S Main St,Boulder County,40.15457180000001,-105.1020964,http://spacestationdispensary.com/
402R-00936,DISCRETE GREENS LLC,None,12170 Claude Court,Northglenn,80241,2023-04-02,Stores,Adult-Use,,,,,,,402R-00936,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 450-8822,,,1928 E 117th Ct,Adams County,39.9086119,-104.964664,http://northglenncf.org/contact-us-2
402R-00106,LIGHTSHADE LABS LLC,LIGHTSHADE,330 South Dayton Street,Denver,80247,2023-04-02,Stores,Adult-Use,,,,,,,402R-00106,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 699-2690,,,330 S Dayton St,Arapahoe County,39.7083135,-104.8748934,https://lightshade.com/dispensaries/dayton-denver/?utm_medium=organic&utm_source=gbp&utm_campaign=website
402R-00147,SUNRISE SOLUTIONS,None,43 Main Street,Bailey,80421,2023-04-02,Stores,Adult-Use,,,,,,,402R-00147,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 838-5679,,,60641 US Hwy 285,Park County,39.40588759999999,-105.475914,http://theknottypine.net/
402R-00577,SBUD LLC,Star Buds,5844 Dahlia Street,Commerce City,80022,2023-04-02,Stores,Adult-Use,,,,,,,402R-00577,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 999-0401,,,5844 Dahlia St,Adams County,39.8029465,-104.9312191,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-commerce-city?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=commerce%20city%20
402R-00891,NUVUE PHARMA LLC,None,"1842 South Parker Road, Unit 18",Denver,80231,2023-04-02,Stores,Adult-Use,,,,,,,402R-00891,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 755-0127,,,7405 E Hampden Ave,Denver County,39.6535416,-104.9022286,https://www.raisingcanes.com/locations/c461
402R-00582,THE GREEN SOLUTION LLC,Clearance Cannabis Co.,1423 Santa Fe Trail,Trinidad,81082,2023-04-02,Stores,Adult-Use,,,,,,,402R-00582,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 387-1629,,,1423 Santa Fe Trail,Las Animas County,37.1581972,-104.5121442,
402R-00583,THE GREEN SOLUTION LLC,None,409 North Commercial Street,Trinidad,81082,2023-04-02,Stores,Adult-Use,,,,,,,402R-00583,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 846-2696,,,418 E Main St,Las Animas County,37.1698389,-104.5017134,
402R-00884,STATION 2 LLC,Trees,468 South Federal Boulevard,Denver,80219,2023-04-02,Stores,Adult-Use,,,,,,,402R-00884,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 362-0230,,,468 S Federal Blvd,Denver County,39.70808749999999,-105.0245563,https://www.trees.menu/468
402R-00759,BOULDER SNAX INC,None,"7464 Arapahoe Avenue, Unit A9",Boulder,80303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00759,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 449-0874,,,1100 28th St UNIT 200,Boulder County,40.0074347,-105.2581293,http://bovasmarket.com/
402R-00257,NEW HOPE WELLNESS CENTER LLC,Tumbleweed Dispensary Edwards,"57 Edwards Access Road, Units 19 and 20",Edwards,81632,2023-04-02,Stores,Adult-Use,,,,,,,402R-00257,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 569-2366,,,57 Edwards Access Rd,Eagle County,39.6451058,-106.5937701,http://tumbleweed420.com/
402R-00235,LIVWELL VII LLC,LivWell,900 North College Avenue,Fort Collins,80524,2023-04-02,Stores,Adult-Use,,,,,,,402R-00235,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 484-8380,,,900 N College Ave,Larimer County,40.5988297,-105.0761543,https://livwell.com/locations/colorado/fort-collins
402R-00573,TITAN HEALTH LLC,TWEEDLEAF,"755 South Jason Street, Unit 100",Denver,80223,2023-04-02,Stores,Adult-Use,,,,,,,402R-00573,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 379-3816,,,2383 S Downing St,Denver County,39.6733933,-104.9737034,https://tweedlife.com/downing/?utm_source=gmb&utm_medium=organic&utm_campaign=website-denver-downing-st
402R-00829,JWJ INC,The Green House Durango,730 South Camino Del Rio,Durango,81301,2023-04-02,Stores,Adult-Use,,,,,,,402R-00829,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 247-2420,,,730 S Camino Del Rio,La Plata County,37.24436,-107.8722667,http://thegreenhousecolorado.com/
402R-00877,AGRICULTURAL ADVANTAGES LLC,Lucky Monkey Buds II,511 Ambassador Thompson Boulevard,Las Animas,81054,2023-04-02,Stores,Adult-Use,,,,,,,402R-00877,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 454-1420,,,511 Ambassador Thompson Blvd,Bent County,38.064854,-103.2229719,
402R-00022,SBUD LLC,STARBUDS,1640 East Evans Avenue,Denver,80210,2023-04-02,Stores,Adult-Use,,,,,,,402R-00022,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 975-6485,,,1640 E Evans Ave,Denver County,39.6783397,-104.9678174,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-du?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=DU
402R-00229,MAGGIE'S FARM LLC,Maggie's Farm,141 Manitou Avenue,Manitou Springs,80829,2023-04-02,Stores,Adult-Use,,,,,,,402R-00229,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 685-1655,,,141 Manitou Ave,El Paso County,38.8580532,-104.8950928,https://www.maggiesfarmmarijuana.com/locations/manitou-springs/
402R-00703,COMPLETE RELEAF CO LLC,Complete Releaf,"1669 Coal Creek Drive, Suite A",Lafayette,80026,2023-04-02,Stores,Adult-Use,,,,,,,402R-00703,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 510-2351,,,1669 Coal Creek Dr,Boulder County,39.9830016,-105.093276,http://www.completereleafus.com/
402R-00198,OPTIONS MEDICAL CENTER LLC,Elements,1534 55th Street,Boulder,80303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00198,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 444-0861,,,1534 55th St,Boulder County,40.0137976,-105.2249216,https://elementsboulder.com/
402R-00769,DP RETAIL 107 LLC,Green Dragon,1250 North Grant Street,Denver,80203,2023-04-02,Stores,Adult-Use,,,,,,,402R-00769,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402R-00818,SBUD LLC,Star Buds,5238 West 44th Avenue,Mountain View,80212,2023-04-02,Stores,Adult-Use,,,,,,,402R-00818,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 535-6893,,,5238 W 44th Ave,Denver County,39.7763884,-105.0541295,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-lakeside?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=lakeside
402R-00489,IGADI LTD,IgadI,171 Lawrence Street,Central City,80427,2023-04-02,Stores,Adult-Use,,,,,,,402R-00489,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 582-3093,,,171 Lawrence St,Gilpin County,39.80053360000001,-105.510506,https://igadiltd.com/central-city?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=central_city
402R-00438,505 CENTER LLC,PURE MARIJUANA DISPENSARY,505 West 40th Avenue ,Denver,80216,2023-04-02,Stores,Adult-Use,,,,,,,402R-00438,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 951-1480,,,4571 Ivy St,Denver County,39.7796225,-104.9203817,https://puremmj.com/
402R-00851,LIGHTSHADE LABS LLC,LIGHTSHADE,12075 East 40th Avenue,Denver,80239,2023-04-02,Stores,Adult-Use,,,,,,,402R-00851,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 974-7220,,,12075 E 40th Ave,Denver County,39.7731278,-104.8484812,https://lightshade.com/dispensaries/peoria-denver/?utm_medium=organic&utm_source=gbp&utm_campaign=website
402R-00151,ALTERNATIVE HOLISTIC HEALING LLC,Rocky Mountain Organics,"5312 Highway 119, Unit B",Black Hawk,80422,2023-04-02,Stores,Adult-Use,,,,,,,402R-00151,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 582-3669,,,5312 CO-119,Gilpin County,39.7868617,-105.4657922,
402R-00514,PBS HOLDCO LLC,Star Buds,30899 Highway 50 East,Pueblo,81006,2023-04-02,Stores,Adult-Use,,,,,,,402R-00514,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 404-3400,,,30899 US-50 BUS,Pueblo County,38.245061,-104.4977227,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-pueblo-east?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=pueblo%20east
402R-00735,NATURES HERBS & WELLNESS CENTER III LLC,NATURES HERBS & WELLNESS CENTER III,3220 Center Drive ,Milliken,80543,2023-04-02,Stores,Adult-Use,,,,,,,402R-00735,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 587-6657,,,3220 Center Dr,Weld County,40.33052519999999,-104.8333225,http://naturesherbsandwellness.com/
402R-00508,SOUTHERN COLORADO CANNABIS CLUB LLC,None,29577 Highway 159,Fort Garland,81133,2023-04-02,Stores,Adult-Use,,,,,,,402R-00508,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 379-2222,,,319 Beaubien Ave,Costilla County,37.4271679,-105.4328399,http://allgonrestaurant.com/
402R-00868,MWCS LLC,ANNA,735 East Jefferson Street ,Hayden,81639,2023-04-02,Stores,Adult-Use,,,,,,,402R-00868,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 717-0104,,,735 E Jefferson Ave,Routt County,40.4966048,-107.2492542,http://www.annadispensary.com/
402R-00842,C1B TRUE ORGANICS LLC,None,601 US Highway 85/87,Walsenburg,81089,2023-04-02,Stores,Adult-Use,,,,,,,402R-00842,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 738-2141,,,99800 I-25,Huerfano County,37.6167244,-104.7565387,https://www.loves.com/locations/660
402R-00825,SOUTHWEST TRADING CORP,ROCKY MOUNTAIN CANNABIS,138 East Main Street ,Naturita,81422,2023-04-02,Stores,Adult-Use,,,,,,,402R-00825,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 865-2160,,,138 E Main St,Montrose County,38.2167855,-108.5660052,http://www.rockymountaincannabis.com/
402R-00952,YBARK LLC,None,2885 West 44th Avenue,Denver,80211,2023-04-02,Stores,Adult-Use,,,,,,,402R-00952,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 532-0757,,,1225 Logan St,Denver County,39.7355919,-104.9825902,https://barnundenver.com/
402R-00808,YUMA WAY LLC,BERKELEY DISPENSARY,5398 Sheridan Boulevard,Arvada,80002,2023-04-02,Stores,Adult-Use,,,,,,,402R-00808,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 310-8057,,,5398 Sheridan Boulevard,Jefferson County,39.7943545,-105.052641,https://yumaway.com/locations/berkeleydispensary
402R-00536,COSMIC LIGHT LLC,TWEEDLEAF,"5565 Arapahoe Avenue, Suite G",Boulder,80303,2023-04-02,Stores,Adult-Use,,,,,,,402R-00536,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 440-6700,,,5565 Arapahoe Ave,Boulder County,40.0156152,-105.2235305,https://dutchie.com/dispensary/cosmic-light
402R-00519,RME GROUP LLC,AFFINITY,7739 East Colfax Avenue,Denver,80220,2023-04-02,Stores,Adult-Use,,,,,,,402R-00519,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 479-8458,,,7739 E Colfax Ave,Denver County,39.7404635,-104.8979828,https://affinitydispensary.com/
402R-00228,PG RETAIL I LLC,Backcountry Cannabis Company,"329 Belleview Avenue, Unit A",Crested Butte,81224,2023-04-02,Stores,Adult-Use,,,,,,,402R-00228,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 349-7350,,,329 Belleview Ave A,Gunnison County,38.8672964,-106.9843367,http://backcountrycannabis.com/crested-butte/
402R-00050,MTB CO LLC,Lakeshore Cannabis,2517 North Sheridan Boulevard,Edgewater,80214,2023-04-02,Stores,Adult-Use,,,,,,,402R-00050,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 920-9617,,,2517 Sheridan Boulevard,Jefferson County,39.7533417,-105.0534871,https://www.lakeshorecannabis.com/
402R-00930,GM 4401 LLC,Elite Cannabis,4401 Zenobia Street,Denver,80212,2023-04-02,Stores,Adult-Use,,,,,,,402R-00930,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 550-8339,,,4401 Zenobia St,Denver County,39.77669350000001,-105.0525679,https://elite-canna.com/
402R-00264,KENDALL MOUNTAIN LLC,Silverton Green Works,1333 Greene Street,Silverton,81433,2023-04-02,Stores,Adult-Use,,,,,,,402R-00264,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 387-9931,,,1333 Greene St,San Juan County,37.8129742,-107.6634005,https://silverton-green-works.business.site/?m=true
402R-00702,SOUTH PUEBLO LLC,Colorado Cannabis Exchange,3377 South Interstate 25,Pueblo,81004,2023-04-02,Stores,Adult-Use,,,,,,,402R-00702,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 430-4035,,,3377 Stem Beach Rd,Pueblo County,38.1621589,-104.6441345,
402R-00792,MESA ORGANICS II LTD,Star Buds,611 East 6th Street,Ordway,81063,2023-04-02,Stores,Adult-Use,,,,,,,402R-00792,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 267-3402,,,611 E 6th St,Crowley County,38.2213468,-103.7486667,https://www.starbudscolorado.com/stores/recreational-marijuana-dispensary-ordway?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=ordway
402R-00559,SERENE WELLNESS V LLC,SERENE WELLNESS WINTER PARK LLC,"79025 US Highway 40, Units 5-6",Winter Park,80482,2023-04-02,Stores,Adult-Use,,,,,,,402R-00559,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 726-1000,,,79025 US-40,Grand County,39.9165822,-105.7830304,
402R-00176,KARING KIND LLC,KARING KIND,5854 Rawhide Court,Boulder,80302,2023-04-02,Stores,Adult-Use,,,,,,,402R-00176,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 449-9333,,,5854 Rawhide Ct,Boulder County,40.08081010000001,-105.2809704,https://karingkind.com/
